Gene stable ID	Source of gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Caenorhabditis elegans gene stable ID	Caenorhabditis elegans gene name	Caenorhabditis elegans homology type	Caenorhabditis elegans chromosome/scaffold name	Caenorhabditis elegans chromosome/scaffold start (bp)	Caenorhabditis elegans chromosome/scaffold end (bp)	Gene name	Strand	%id. target Caenorhabditis elegans gene identical to query gene	%id. query gene identical to target Caenorhabditis elegans gene
ENSG00000158296	HGNC Symbol	20	46557823	46684467	WBGene00003519	nac-3	ortholog_many2many	III	10152795	10157923	SLC13A3	-1	34.7176	36.9258
ENSG00000158296	HGNC Symbol	20	46557823	46684467	WBGene00003518	nac-2	ortholog_many2many	III	9038779	9043300	SLC13A3	-1	32.5581	33.5043
ENSG00000158296	HGNC Symbol	20	46557823	46684467	WBGene00003517	nac-1	ortholog_many2many	X	14895145	14898449	SLC13A3	-1	34.2193	35.3952
ENSG00000158296	HGNC Symbol	20	46557823	46684467	WBGene00007138	B0285.6	ortholog_many2many	III	4352246	4355888	SLC13A3	-1	31.5615	32.9289
ENSG00000204291	HGNC Symbol	9	98943179	99070792	WBGene00000527	cle-1	ortholog_one2many	I	8705670	8724279	COL15A1	1	17.0749	20.1702
ENSG00000137709	HGNC Symbol	11	120236640	120319944	WBGene00000441	ceh-18	ortholog_one2many	X	3843367	3857797	POU2F3	1	28.5388	23.0627
ENSG00000132932	HGNC Symbol	13	25372071	26025851	WBGene00013034	tat-1	ortholog_one2many	III	12398901	12421570	ATP8A2	1	43.9394	43.7919
ENSG00000172315	HGNC Symbol	20	46684365	46689779	WBGene00138717	F52C12.6	ortholog_one2one	IV	1956711	1959749	TP53RK	-1	38.7352	40
ENSG00000175595	HGNC Symbol	16	13920157	13952345	WBGene00008140	xpf-1	ortholog_one2one	II	11696171	11705371	ERCC4	1	29.3668	28.7701
ENSG00000172613	HGNC Symbol	11	67317871	67398410	WBGene00001997	hpr-9	ortholog_one2many	III	10621541	10626398	RAD9A	1	21.7391	16.3148
ENSG00000204022	HGNC Symbol	10	88586753	88606976	WBGene00020016	lipl-3	ortholog_many2many	V	521702	524218	LIPJ	1	39.8907	36.1386
ENSG00000204022	HGNC Symbol	10	88586753	88606976	WBGene00019376	lipl-4	ortholog_many2many	V	6550171	6551817	LIPJ	1	34.4262	30.6569
ENSG00000204022	HGNC Symbol	10	88586753	88606976	WBGene00013050	lipl-8	ortholog_many2many	V	14745684	14748708	LIPJ	1	32.7869	29.9252
ENSG00000204022	HGNC Symbol	10	88586753	88606976	WBGene00010062	lipl-1	ortholog_many2many	V	12919952	12921692	LIPJ	1	40.4372	36.5432
ENSG00000204022	HGNC Symbol	10	88586753	88606976	WBGene00009773	lipl-2	ortholog_many2many	V	9791567	9793234	LIPJ	1	39.6175	35.2798
ENSG00000204022	HGNC Symbol	10	88586753	88606976	WBGene00008510	lipl-7	ortholog_many2many	IV	10239278	10241859	LIPJ	1	33.8798	30.3178
ENSG00000204022	HGNC Symbol	10	88586753	88606976	WBGene00022642	lipl-5	ortholog_many2many	V	385713	388090	LIPJ	1	39.071	35.4839
ENSG00000204022	HGNC Symbol	10	88586753	88606976	WBGene00021963	lipl-6	ortholog_many2many	V	6931539	6934288	LIPJ	1	36.3388	23.6655
ENSG00000079313	HGNC Symbol	19	1815246	1848463	WBGene00013244	Y56A3A.33	ortholog_one2many	III	11999497	12002950	REXO1	-1	8.68141	29.0411
ENSG00000079313	HGNC Symbol	19	1815246	1848463	WBGene00004095	pqe-1	ortholog_one2many	III	5311246	5321732	REXO1	-1	17.4447	12.9326
ENSG00000160803	HGNC Symbol	1	156035301	156053794	WBGene00008852	ubql-1	ortholog_one2many	I	7021946	7029076	UBQLN4	-1	31.4476	37.6494
ENSG00000116586	HGNC Symbol	1	156054752	156058510	WBGene00022402	lmtr-2	ortholog_one2one	V	8010475	8011108	LAMTOR2	1	36.8	37.0968
ENSG00000163479	HGNC Symbol	1	156009048	156020959	WBGene00020216	trap-2	ortholog_one2many	X	767023	768069	SSR2	-1	36.612	35.6383
ENSG00000163479	HGNC Symbol	1	156009048	156020959	WBGene00010678	K08F4.3	ortholog_one2many	IV	10129257	10130244	SSR2	-1	31.1475	31.3187
ENSG00000109536	HGNC Symbol	4	189940788	189963204	WBGene00014177	frg-1	ortholog_one2many	III	12979162	12980163	FRG1	1	31.0078	29.1971
ENSG00000116641	HGNC Symbol	1	62454298	62688368	WBGene00018520	F46H5.4	ortholog_one2many	X	7245057	7254792	DOCK7	-1	31.0183	32.7552
ENSG00000169676	HGNC Symbol	4	9781680	9784009	WBGene00001052	dop-1	ortholog_one2many	X	4411359	4416079	DRD5	1	28.0922	29.1304
ENSG00000117505	HGNC Symbol	1	93345888	93369498	WBGene00001092	dro-1	ortholog_one2one	III	13342684	13343337	DR1	1	42.0455	40.2174
ENSG00000142949	HGNC Symbol	1	43525187	43623666	WBGene00004215	ptp-3	ortholog_one2many	II	10968386	11012247	PTPRF	1	38.3849	32.5623
ENSG00000174106	HGNC Symbol	12	65169571	65248327	WBGene00002275	lem-2	ortholog_one2many	II	14063450	14066170	LEMD3	1	12.5137	22.8
ENSG00000215612	HGNC Symbol	4	8846076	8871817	WBGene00000434	ceh-9	ortholog_many2many	I	565436	566414	HMX1	-1	14.0805	33.3333
ENSG00000215612	HGNC Symbol	4	8846076	8871817	WBGene00003377	mls-2	ortholog_many2many	X	4758804	4761612	HMX1	-1	22.4138	22.8739
ENSG00000100413	HGNC Symbol	22	41525804	41544606	WBGene00014111	rpc-25	ortholog_one2one	V	10205683	10206602	POLR3H	-1	39.2157	33.4728
ENSG00000144746	HGNC Symbol	3	69084944	69106066	WBGene00017070	praf-3	ortholog_one2many	IV	8379984	8381925	ARL6IP5	1	32.4468	32.7957
ENSG00000168350	HGNC Symbol	14	100143957	100160163	WBGene00013197	ttm-5	ortholog_many2many	I	14688639	14691736	DEGS2	-1	53.5604	47.7901
ENSG00000168350	HGNC Symbol	14	100143957	100160163	WBGene00017996	F33D4.4	ortholog_many2many	IV	7703873	7706905	DEGS2	-1	48.9164	43.8889
ENSG00000134240	HGNC Symbol	1	119747996	119768905	WBGene00017769	hmgs-1	ortholog_one2many	V	5682721	5684589	HMGCS2	-1	37.7953	41.5584
ENSG00000181789	HGNC Symbol	3	129249606	129277773	WBGene00011775	T14G10.5	ortholog_one2many	IV	10151949	10155636	COPG1	1	54.6911	54.0113
ENSG00000069849	HGNC Symbol	3	141876124	141926514	WBGene00007646	nkb-1	ortholog_many2many	I	9431098	9433828	ATP1B3	1	29.3907	25.625
ENSG00000069849	HGNC Symbol	3	141876124	141926514	WBGene00010117	nkb-3	ortholog_many2many	X	13765331	13770558	ATP1B3	1	29.0323	25.552
ENSG00000133606	HGNC Symbol	7	140453040	140479569	WBGene00002278	lep-2	ortholog_one2many	IV	992240	998348	MKRN1	-1	26.7635	31.2349
ENSG00000082996	HGNC Symbol	3	149812708	149962139	WBGene00007666	C18B12.4	ortholog_one2many	X	15036662	15040602	RNF13	1	23.8845	19.9561
ENSG00000166503	HGNC Symbol	15	83112738	83208018	WBGene00015501	C06A5.3	ortholog_one2many	I	5986443	5990581	HDGFL3	-1	24.6305	6.3857
ENSG00000143393	HGNC Symbol	1	151291797	151327715	WBGene00018076	pifk-1	ortholog_one2one	X	920200	924511	PI4KB	-1	27.5362	34.2342
ENSG00000105778	HGNC Symbol	7	32495426	32588721	WBGene00020822	T26A5.6	ortholog_one2one	III	6448075	6450696	AVL9	1	30.8642	38.835
ENSG00000171055	HGNC Symbol	2	36531805	36646087	WBGene00006808	unc-76	ortholog_one2many	V	15071748	15080152	FEZ2	-1	24.4737	23.9691
ENSG00000130669	HGNC Symbol	19	39125770	39182816	WBGene00006443	pak-2	ortholog_one2many	V	11036462	11039425	PAK4	1	41.6244	47.1264
ENSG00000140386	HGNC Symbol	15	76347904	76905444	WBGene00012389	Y6B3B.4	ortholog_one2one	I	13756730	13771773	SCAPER	-1	14.5714	16.9014
ENSG00000139344	HGNC Symbol	12	95943293	95968716	WBGene00020436	T12A2.1	ortholog_one2one	III	6251811	6271282	AMDHD1	1	47.4178	46.7593
ENSG00000088298	HGNC Symbol	20	35115357	35147364	WBGene00008646	F10C2.5	ortholog_one2one	V	12045432	12048631	EDEM2	-1	47.0588	34.8271
ENSG00000123338	HGNC Symbol	12	54497711	54548238	WBGene00001580	gex-3	ortholog_one2many	IV	12404374	12408697	NCKAP1L	1	36.2023	35.7581
ENSG00000070831	HGNC Symbol	1	22052627	22092946	WBGene00000390	cdc-42	ortholog_one2one	II	7616452	7618245	CDC42	1	86.3874	86.3874
ENSG00000181381	HGNC Symbol	4	168356735	168537786	WBGene00016194	C28H8.3	ortholog_one2many	III	5908700	5914734	DDX60L	-1	24.7948	24.6791
ENSG00000144959	HGNC Symbol	3	172630249	172711218	WBGene00017515	F16F9.4	ortholog_many2many	X	8459821	8463360	NCEH1	-1	20.7589	23.4848
ENSG00000144959	HGNC Symbol	3	172630249	172711218	WBGene00009186	trcs-1	ortholog_many2many	IV	9587100	9588834	NCEH1	-1	22.9911	24.0654
ENSG00000144959	HGNC Symbol	3	172630249	172711218	WBGene00011642	T09B9.1	ortholog_many2many	X	9757271	9759306	NCEH1	-1	23.4375	24.3619
ENSG00000144959	HGNC Symbol	3	172630249	172711218	WBGene00012810	nceh-1	ortholog_many2many	V	19377444	19381031	NCEH1	-1	23.6607	25
ENSG00000010282	HGNC Symbol	3	42692663	42702827	WBGene00013312	hhat-2	ortholog_many2many	IV	14826449	14829115	HHATL	-1	20.8333	20.0382
ENSG00000010282	HGNC Symbol	3	42692663	42702827	WBGene00013852	hhat-1	ortholog_many2many	II	14678457	14681145	HHATL	-1	17.4603	16.9557
ENSG00000177628	HGNC Symbol	1	155234452	155244699	WBGene00021160	gba-4	ortholog_one2many	IV	5344592	5350947	GBA	-1	38.0597	39.3064
ENSG00000177628	HGNC Symbol	1	155234452	155244699	WBGene00008706	gba-3	ortholog_one2many	IV	17473334	17479397	GBA	-1	37.1269	37.9048
ENSG00000177628	HGNC Symbol	1	155234452	155244699	WBGene00016335	gba-1	ortholog_one2many	II	2176741	2181990	GBA	-1	34.5149	35.3728
ENSG00000177628	HGNC Symbol	1	155234452	155244699	WBGene00016340	gba-2	ortholog_one2many	II	2182503	2186434	GBA	-1	33.3955	34.6899
ENSG00000066135	HGNC Symbol	1	43650158	43705515	WBGene00012982	jmjd-2	ortholog_one2many	II	14234972	14243603	KDM4A	1	27.9135	32.2126
ENSG00000175793	HGNC Symbol	1	26863138	26864457	WBGene00003920	par-5	ortholog_many2many	IV	11820505	11821917	SFN	1	63.7097	63.7097
ENSG00000175793	HGNC Symbol	1	26863138	26864457	WBGene00001502	ftt-2	ortholog_many2many	X	11603709	11605451	SFN	1	62.9032	62.9032
ENSG00000129128	HGNC Symbol	4	176319964	176332245	WBGene00019679	K12H4.4	ortholog_one2one	III	8045017	8045931	SPCS3	1	48.3333	48.3333
ENSG00000265681	HGNC Symbol	18	49488453	49492523	WBGene00004429	rpl-17	ortholog_one2many	I	1156579	1157474	RPL17	-1	65.7609	64.7059
ENSG00000164113	HGNC Symbol	4	122378966	122429802	WBGene00000079	adr-1	ortholog_many2many	I	7773180	7777652	ADAD1	1	20.8333	12.4481
ENSG00000164113	HGNC Symbol	4	122378966	122429802	WBGene00008397	D2005.1	ortholog_many2many	I	7784498	7785624	ADAD1	1	13.8889	24.7678
ENSG00000186564	HGNC Symbol	1	47436017	47440691	WBGene00006853	unc-130	ortholog_one2many	II	11281986	11283953	FOXD2	1	22.4242	33.3333
ENSG00000119812	HGNC Symbol	2	33583658	33599382	WBGene00044326	tag-322	ortholog_one2many	IV	7783970	7785556	FAM98A	-1	15.444	22.9885
ENSG00000162616	HGNC Symbol	1	77979175	78017964	WBGene00001031	dnj-13	ortholog_one2many	II	11545563	11547366	DNAJB4	1	54.0059	54.9849
ENSG00000053524	HGNC Symbol	3	183178043	183428778	WBGene00006496	cgef-1	ortholog_one2many	X	2772042	2799247	MCF2L2	-1	23.4291	24.7393
ENSG00000103479	HGNC Symbol	16	53433977	53491649	WBGene00003020	lin-35	ortholog_one2many	I	5807709	5815637	RBL2	1	18.7006	22.1644
ENSG00000166971	HGNC Symbol	16	53491040	53504411	WBGene00006714	ubc-19	ortholog_one2one	V	18686315	18689843	AKTIP	-1	25.9386	26.0274
ENSG00000243678	HGNC Symbol	17	51165435	51171747	WBGene00009119	ndk-1	ortholog_one2many	I	10553116	10553913	NME2	1	69.0789	68.6274
ENSG00000257923	HGNC Symbol	7	101815904	102283958	WBGene00000464	ceh-44	ortholog_one2many	III	2530615	2546420	CUX1	1	22.3615	26.63
ENSG00000284952	Clone-based (Ensembl) gene	3	155763043	155854442	WBGene00012033	T26C5.3	ortholog_one2many	II	9236583	9249123	AC104472.3	-1	40.4558	22.4684
ENSG00000116984	HGNC Symbol	1	236795281	236903981	WBGene00010988	metr-1	ortholog_one2one	II	10926561	10931075	MTR	1	63.004	63.8111
ENSG00000108883	HGNC Symbol	17	44849943	44899662	WBGene00001166	eftu-2	ortholog_one2one	III	6009550	6012839	EFTUD2	-1	69.3416	69.1992
ENSG00000100749	HGNC Symbol	14	96797304	96931722	WBGene00017895	vrk-1	ortholog_one2many	II	5921967	5924838	VRK1	1	30.0505	19.5082
ENSG00000151952	HGNC Symbol	12	129071725	129903666	WBGene00022175	Y71H2AM.10	ortholog_one2many	III	2707737	2716447	TMEM132D	-1	16.1965	19.2017
ENSG00000160209	HGNC Symbol	21	43719094	43762307	WBGene00019008	pdxk-1	ortholog_one2one	I	4848425	4850717	PDXK	1	40.7051	38.3686
ENSG00000086619	HGNC Symbol	1	236215555	236281985	WBGene00001334	ero-1	ortholog_one2many	I	14663209	14674822	ERO1B	-1	39.1863	35.6725
ENSG00000256374	HGNC Symbol	1	145241630	145242124	WBGene00044705	T22F3.12	ortholog_one2many	V	3589029	3592199	PPIAL4D	-1	45.7317	43.1034
ENSG00000148459	HGNC Symbol	10	26697659	26746798	WBGene00000761	coq-1	ortholog_one2one	I	5412841	5415629	PDSS1	1	36.3855	38.4224
ENSG00000179520	HGNC Symbol	12	100357079	100422059	WBGene00001135	eat-4	ortholog_many2many	III	9136916	9141822	SLC17A8	1	44.8217	45.8333
ENSG00000179520	HGNC Symbol	12	100357079	100422059	WBGene00010755	vglu-2	ortholog_many2many	III	10295137	10298687	SLC17A8	1	34.8048	35.7766
ENSG00000179520	HGNC Symbol	12	100357079	100422059	WBGene00011556	vglu-3	ortholog_many2many	III	10300293	10303423	SLC17A8	1	34.2954	37.1324
ENSG00000124145	HGNC Symbol	20	45325288	45348424	WBGene00004749	sdn-1	ortholog_one2many	X	10589780	10593334	SDC4	-1	28.7879	19.7917
ENSG00000139910	HGNC Symbol	14	26443093	26597754	WBGene00013347	nova-1	ortholog_one2many	V	18070021	18081957	NOVA1	-1	22.0907	27.1186
ENSG00000143674	HGNC Symbol	1	233327768	233385148	WBGene00003374	mlk-1	ortholog_one2many	V	5056378	5064803	MAP3K21	1	20.3668	19.9245
ENSG00000110925	HGNC Symbol	12	51061205	51083664	WBGene00016562	C41D11.3	ortholog_one2many	I	4428467	4444342	CSRNP2	-1	2.02578	1.19435
ENSG00000126870	HGNC Symbol	7	158856578	158956747	WBGene00016165	C27F2.1	ortholog_one2one	III	4987209	4991450	WDR60	1	14.6341	23.1798
ENSG00000170638	HGNC Symbol	22	50185915	50199598	WBGene00018161	F38A5.2	ortholog_one2one	IV	6582703	6585571	TRABD	1	32.9815	27.6549
ENSG00000152520	HGNC Symbol	13	28138506	28295335	WBGene00014015	panl-3	ortholog_one2one	III	9819294	9823120	PAN3	1	25.4791	35.7595
ENSG00000284431	Clone-based (Ensembl) gene	22	40346529	40410054	WBGene00011064	adsl-1	ortholog_one2many	I	7246849	7248741	AL022238.4	1	14.0845	4.1841
ENSG00000198380	HGNC Symbol	2	69319769	69387254	WBGene00008546	gfat-1	ortholog_many2many	II	11592392	11596590	GFPT1	-1	58.5122	56.4138
ENSG00000198380	HGNC Symbol	2	69319769	69387254	WBGene00009035	gfat-2	ortholog_many2many	IV	11410228	11413001	GFPT1	-1	59.3705	58.4507
ENSG00000168938	HGNC Symbol	5	123023250	123036741	WBGene00000882	cyn-6	ortholog_many2many	III	773403	774159	PPIC	-1	58.9623	62.1891
ENSG00000168938	HGNC Symbol	5	123023250	123036741	WBGene00000881	cyn-5	ortholog_many2many	I	15040427	15041274	PPIC	-1	58.9623	61.2745
ENSG00000174599	HGNC Symbol	4	117083554	117085576	WBGene00007696	tram-1	ortholog_one2many	IV	10219373	10221281	TRAM1L1	-1	29.2683	28.9544
ENSG00000196296	HGNC Symbol	16	28878405	28904509	WBGene00004736	sca-1	ortholog_one2many	III	10811906	10816844	ATP2A1	1	71.9281	67.9887
ENSG00000138036	HGNC Symbol	2	43774039	43810010	WBGene00006960	xbx-1	ortholog_one2one	V	14980354	14982626	DYNC2LI1	1	32.3864	30.8108
ENSG00000176153	HGNC Symbol	14	64939152	64942905	WBGene00007516	gpx-5	ortholog_many2many	X	9584664	9586344	GPX2	-1	35.7895	30.4933
ENSG00000176153	HGNC Symbol	14	64939152	64942905	WBGene00007517	gpx-3	ortholog_many2many	X	9587942	9588879	GPX2	-1	36.3158	30.8036
ENSG00000176153	HGNC Symbol	14	64939152	64942905	WBGene00022377	gpx-4	ortholog_many2many	IV	2673098	2675015	GPX2	-1	18.9474	28.5714
ENSG00000116754	HGNC Symbol	1	70205682	70253052	WBGene00004704	rsp-7	ortholog_one2many	II	10659206	10662317	SRSF11	1	28.3058	30.3097
ENSG00000159267	HGNC Symbol	21	36750888	36990236	WBGene00000259	bpl-1	ortholog_one2one	II	6274115	6279699	HLCS	-1	21.3499	12.7572
ENSG00000159348	HGNC Symbol	1	202961869	202967280	WBGene00020268	hpo-19	ortholog_many2many	V	6436578	6437884	CYB5R1	-1	52.1311	51.4563
ENSG00000159348	HGNC Symbol	1	202961869	202967280	WBGene00020267	T05H4.4	ortholog_many2many	V	6438913	6440036	CYB5R1	-1	50.1639	50.495
ENSG00000130159	HGNC Symbol	19	11505916	11529174	WBGene00021202	Y17G9B.5	ortholog_one2one	IV	4750240	4751491	ECSIT	-1	24.3619	30
ENSG00000138119	HGNC Symbol	10	93306429	93482317	WBGene00001414	fer-1	ortholog_many2many	I	8623017	8631184	MYOF	-1	23.8719	24.1888
ENSG00000138119	HGNC Symbol	10	93306429	93482317	WBGene00020262	ferl-1	ortholog_many2many	I	5455730	5459550	MYOF	-1	9.07327	20.8241
ENSG00000155511	HGNC Symbol	5	153489615	153813869	WBGene00001613	glr-2	ortholog_many2many	III	7138683	7144832	GRIA1	1	33.4061	31.3204
ENSG00000155511	HGNC Symbol	5	153489615	153813869	WBGene00001612	glr-1	ortholog_many2many	III	8584186	8588642	GRIA1	1	34.3886	32.7443
ENSG00000078269	HGNC Symbol	6	157981887	158099176	WBGene00006763	unc-26	ortholog_one2many	IV	13261556	13272514	SYNJ2	1	28.6765	38.3378
ENSG00000175697	HGNC Symbol	3	120164645	120285094	WBGene00021528	gbb-1	ortholog_one2many	X	2957934	2968167	GPR156	-1	9.45946	8.56507
ENSG00000172115	HGNC Symbol	7	25120091	25125361	WBGene00013854	cyc-2.2	ortholog_one2many	V	12611682	12612260	CYCS	-1	56.1905	47.9675
ENSG00000172115	HGNC Symbol	7	25120091	25125361	WBGene00017121	cyc-2.1	ortholog_one2many	IV	4747901	4749113	CYCS	-1	56.1905	53.1532
ENSG00000075643	HGNC Symbol	18	36187519	36272157	WBGene00010983	mocs-1	ortholog_one2one	X	15435665	15440794	MOCOS	1	27.8153	34.8378
ENSG00000160447	HGNC Symbol	9	128702523	128720918	WBGene00009793	pkn-1	ortholog_one2many	X	10397243	10402573	PKN3	1	38.5827	30.1406
ENSG00000134369	HGNC Symbol	1	201622885	201826969	WBGene00006788	unc-53	ortholog_one2many	II	11058096	11089456	NAV1	1	18.4337	20.919
ENSG00000197959	HGNC Symbol	1	171841498	172418466	WBGene00001130	dyn-1	ortholog_one2many	X	15568890	15573693	DNM3	1	61.993	63.8425
ENSG00000167780	HGNC Symbol	12	53103518	53124538	WBGene00007174	mboa-1	ortholog_one2many	X	16030806	16034816	SOAT2	1	26.4368	29.5503
ENSG00000119953	HGNC Symbol	10	110290730	110304951	WBGene00004891	smr-1	ortholog_one2one	III	1143172	1145211	SMNDC1	-1	31.0924	30.9623
ENSG00000163637	HGNC Symbol	3	64092242	64445476	WBGene00022727	prkl-1	ortholog_one2many	IV	6978775	6986935	PRICKLE2	-1	22.7488	36.7113
ENSG00000164023	HGNC Symbol	4	107824563	107915047	WBGene00004892	sms-1	ortholog_one2many	IV	11482668	11498167	SGMS2	1	29.0411	22.6013
ENSG00000136295	HGNC Symbol	7	2631951	2664802	WBGene00009632	ttyh-1	ortholog_one2many	X	11368719	11374358	TTYH3	1	17.782	17.9191
ENSG00000284194	NCBI gene	22	50523568	50526439	WBGene00015297	sco-1	ortholog_one2many	II	4299653	4300919	SCO2	-1	31.9549	27.2436
ENSG00000182473	HGNC Symbol	17	76081017	76121576	WBGene00016606	exoc-7	ortholog_one2one	I	4242821	4247582	EXOC7	-1	20	23.3333
ENSG00000166902	HGNC Symbol	11	59806135	59810872	WBGene00011412	mrpl-16	ortholog_one2one	III	4704404	4705404	MRPL16	-1	29.0837	30.4167
ENSG00000175274	HGNC Symbol	11	44885903	44951306	WBGene00021185	Y9C12A.1	ortholog_one2one	X	681129	682780	TP53I11	-1	29.1005	21.3178
ENSG00000163536	HGNC Symbol	3	167735243	167825568	WBGene00005642	srp-1	ortholog_many2many	V	753283	755124	SERPINI1	1	20.9756	23.4973
ENSG00000163536	HGNC Symbol	3	167735243	167825568	WBGene00005644	srp-3	ortholog_many2many	V	1908855	1910692	SERPINI1	1	24.6341	27.9006
ENSG00000163536	HGNC Symbol	3	167735243	167825568	WBGene00005649	srp-8	ortholog_many2many	V	8183730	8185772	SERPINI1	1	20.7317	22.8495
ENSG00000163536	HGNC Symbol	3	167735243	167825568	WBGene00005647	srp-6	ortholog_many2many	V	7384232	7386173	SERPINI1	1	22.439	24.5333
ENSG00000163536	HGNC Symbol	3	167735243	167825568	WBGene00005643	srp-2	ortholog_many2many	V	762734	764593	SERPINI1	1	25.8537	29.5265
ENSG00000163536	HGNC Symbol	3	167735243	167825568	WBGene00005648	srp-7	ortholog_many2many	V	8179131	8183442	SERPINI1	1	22.9268	25.2011
ENSG00000213983	HGNC Symbol	14	23559565	23568070	WBGene00000158	apg-1	ortholog_one2many	I	14406028	14417942	AP1G2	-1	44.2038	41.8577
ENSG00000147133	HGNC Symbol	X	71366239	71532374	WBGene00006382	taf-1	ortholog_one2many	I	13861472	13887468	TAF1	1	34.4591	37.4427
ENSG00000154330	HGNC Symbol	9	68328308	68531061	WBGene00019890	R05F9.6	ortholog_one2many	II	4889437	4891427	PGM5	1	51.6755	51.5845
ENSG00000164904	HGNC Symbol	5	126531200	126595418	WBGene00000115	alh-9	ortholog_one2one	III	5856018	5859186	ALDH7A1	-1	62.1521	63.0885
ENSG00000281039	Clone-based (Ensembl) gene	7	30497077	30550761	WBGene00016629	C44B7.7	ortholog_one2many	II	6879185	6880180	AC005154.6	-1	42.7184	23.4043
ENSG00000213064	HGNC Symbol	1	168225938	168253025	WBGene00009191	F27D4.7	ortholog_one2many	I	7723754	7724656	SFT2D2	1	33.125	32.716
ENSG00000022355	HGNC Symbol	5	161847063	161899981	WBGene00013914	lgc-37	ortholog_many2many	III	12785154	12793128	GABRA1	1	32.0175	30.2277
ENSG00000022355	HGNC Symbol	5	161847063	161899981	WBGene00008551	lgc-36	ortholog_many2many	V	11256521	11258996	GABRA1	1	30.4825	25.9328
ENSG00000162636	HGNC Symbol	1	108560089	108644900	WBGene00006368	sym-3	ortholog_one2many	X	5776251	5778884	FAM102B	1	20.2778	23.9344
ENSG00000081237	HGNC Symbol	1	198638457	198757476	WBGene00000548	clr-1	ortholog_one2many	II	5466363	5473812	PTPRC	1	20.3675	18.4211
ENSG00000182400	HGNC Symbol	14	39147811	39170532	WBGene00010699	trpp-6	ortholog_one2many	V	9991812	9992792	TRAPPC6B	-1	41.7722	35.6757
ENSG00000105223	HGNC Symbol	19	40348456	40380439	WBGene00017316	F09G2.8	ortholog_many2many	V	7188332	7193662	PLD3	1	34.6939	30.6859
ENSG00000105223	HGNC Symbol	19	40348456	40380439	WBGene00017124	E04F6.4	ortholog_many2many	II	7189420	7192507	PLD3	1	24.4898	18.8976
ENSG00000105223	HGNC Symbol	19	40348456	40380439	WBGene00020256	T05C3.6	ortholog_many2many	V	5490370	5493646	PLD3	1	30.4082	29.5635
ENSG00000105223	HGNC Symbol	19	40348456	40380439	WBGene00013080	Y51A2D.13	ortholog_many2many	V	18573056	18579784	PLD3	1	29.3878	29.3878
ENSG00000213199	HGNC Symbol	7	151048292	151052756	WBGene00016063	delm-2	ortholog_many2many	I	4109407	4112385	ASIC3	1	17.8506	16.1184
ENSG00000213199	HGNC Symbol	7	151048292	151052756	WBGene00001465	flr-1	ortholog_many2many	X	13452667	13456658	ASIC3	1	19.6721	16.9279
ENSG00000213199	HGNC Symbol	7	151048292	151052756	WBGene00016064	acd-1	ortholog_many2many	I	4103713	4108045	ASIC3	1	18.3971	15.9055
ENSG00000213199	HGNC Symbol	7	151048292	151052756	WBGene00016066	acd-2	ortholog_many2many	I	4094179	4098330	ASIC3	1	21.6758	17.1717
ENSG00000213199	HGNC Symbol	7	151048292	151052756	WBGene00020903	acd-5	ortholog_many2many	I	3655413	3662183	ASIC3	1	21.8579	16.8067
ENSG00000213199	HGNC Symbol	7	151048292	151052756	WBGene00009073	delm-1	ortholog_many2many	IV	9132600	9135477	ASIC3	1	18.3971	16.1342
ENSG00000213199	HGNC Symbol	7	151048292	151052756	WBGene00017879	acd-4	ortholog_many2many	V	8638237	8640585	ASIC3	1	19.6721	17.6183
ENSG00000135316	HGNC Symbol	6	85607785	85643792	WBGene00002000	hrp-2	ortholog_one2many	I	12060271	12064897	SYNCRIP	-1	38.3628	39.1162
ENSG00000163923	HGNC Symbol	3	187120948	187180908	WBGene00004453	rpl-39	ortholog_one2many	V	7775742	7776079	RPL39L	-1	70.5882	70.5882
ENSG00000143786	HGNC Symbol	1	224434660	224740549	WBGene00011648	cni-1	ortholog_one2many	V	13180330	13181534	CNIH3	1	46.875	51.7241
ENSG00000171044	HGNC Symbol	8	10896045	11201366	WBGene00000422	ced-8	ortholog_one2many	X	8414015	8416919	XKR6	-1	16.6927	23.3624
ENSG00000110987	HGNC Symbol	12	122019422	122062044	WBGene00016192	bcl-7	ortholog_one2many	III	5926086	5926987	BCL7A	1	21.645	34.2466
ENSG00000172007	HGNC Symbol	4	139453232	139476609	WBGene00004283	rab-33	ortholog_one2many	III	10500284	10503853	RAB33B	1	50.655	37.785
ENSG00000118473	HGNC Symbol	1	66533383	66748299	WBGene00018974	fcho-1	ortholog_one2many	II	1310518	1320437	SGIP1	1	19.686	16.8388
ENSG00000169618	HGNC Symbol	2	68643589	68658247	WBGene00022004	npr-22	ortholog_one2many	IV	8559434	8563159	PROKR1	1	26.2087	23.7327
ENSG00000070770	HGNC Symbol	16	58157907	58197920	WBGene00002191	kin-3	ortholog_one2many	I	10734022	10736615	CSNK2A2	-1	73.1429	71.1111
ENSG00000204619	HGNC Symbol	6	30066709	30070333	WBGene00015579	C07H6.2	ortholog_one2one	III	7521004	7521438	PPP1R11	1	26.9841	31.7757
ENSG00000183023	HGNC Symbol	2	40097270	40611053	WBGene00003567	ncx-2	ortholog_many2many	V	5303689	5311246	SLC8A1	-1	44.8099	44.7179
